LON,LAT,EDO,CLAVE,ESTACION,01/10/20,,
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",95.7,,
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",163.4,,
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",85.9,,
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",139,,
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",11,,
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatl·n de Valle, Pue. SGT*",91.3,,
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",35,,
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",23.1,,
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",165,,
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",38.7,,
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",21.3,,
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",78.1,,
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",54.4,,
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",33,,
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",109.9,,
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",56,,
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",79.7,,
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",106,,
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",46.5,,
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",0,,
-97.616944,18.313889,PUE,TEHUACAN,"Tehuac·n, Pue. SMN*",0,,
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",25.2,,
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",53.6,,
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",145.5,,
-97.390556,19.887778,PUE,TEZIUTLAN,"Teziutl·n, Pue. SMN*",58.2,,
-97.359722,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",62,,
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",142,,
-98.040556,20.374167,PUE,TLXPB,"Tlaxco, Pue.",40,,
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",3,,
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",103.7,,
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",91.4,,
-97.720833,18.865556,PUE,UTTPB,"Universidad TecnolÛgica Tecamachalco, Pue. SMN*",33.5,,
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",56.2,,
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",200.9,,
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",45.5,,
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",68,,
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",14,,
-100.412222,20.504167,QRO,BATQT,"El Bat·n, Qro.",17,,
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",19.3,,
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",20,,
-100.283056,20.389444,QRO,HUIQT,"Huimilpan, Qro. SMN*",12.2,,
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",22.7,,
-100.366667,20.566667,QRO,OBSQT,"Observatorio de QuerÈtaro, Qro.",10.2,,
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",25.2,,
-87.835556,18.28,QROO,AXCALAK,"Arrecifes Xcalak, Q. Roo. SMN*",165.4,,
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",421.1,,
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo. SMN*",109.8,,
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",334.4,,
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",161.6,,
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",810.1,,
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",187.8,,
-88.923889,18.455278,QROO,NICOLASBRAVO,"Nicol·s Bravo, Q. Roo. SMN*",126.8,,
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",609.9,,
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidromÈtrica, Sin.",0,,
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",0,,
-108.7,25.7,SIN,ARCSI,"Adolfo RuÌz CortÌnes, Sin.",0,,
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0.5,,
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",1,,
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0,,
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",0.6,,
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0,,
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0,,
-108.480833,25.806667,SIN,ENASI,"EstaciÛn Naranjo, Sin.",0,,
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidromÈtrica, Sin.",0,,
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidromÈtrica de Gustavo Diaz Ord·z, Sin.",0,,
-107.911111,25.856667,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",0,,
-108.091667,25.469444,SIN,GMCSI,"Guam˙chil, Sin.",0,,
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0,,
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",12.6,,
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0,,
-106.807222,24.571667,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",1,,
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",0,,
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de DomÌnguez, Sin.",0,,
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",7.5,,
-108.35,26.904167,SIN,LD2SI,"Huites hidromÈtrica, Sin.",0,,
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",0,,
-106.410556,23.216667,SIN,MAZATLANob,"Observatorio de Mazatl·n,  Sin. SMN*",58.2,,
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0,,
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatl·n, Sin.",65.5,,
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiac·n, Sin.",2.5,,
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0,,
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",7.1,,
-107.755833,25.124722,SIN,RAVSI,"EstaciÛn Rancho Viejo, Sin.",0,,
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",9,,
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",0,,
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",5,,
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0,,
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",0,,
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",3,,
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini VizcaÌno, Sin.",3,,
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidromÈtrica, Sin.",1,,
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",1,,
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",9.4,,
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",0,,
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",26,,
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",0,,
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0,,
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",16.6,,
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",27,,
-100.021667,21.936111,SLP,CDFERNANDEZ,"Ciudad Fern·ndez, S.L.P. SMN*",7,,
-99.030833,21.979722,SLP,CDVALLES,"Ciudad Valles, S.L.P. SMN*",41.6,,
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",50,,
-100.940278,21.811111,SLP,GOGORRON,"GogorrÛn, S.L.P. SMN*",0,,
-100.820556,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",2.6,,
-98.5575,21.965833,SLP,LASADJUNTASGN,"Las Adjuntas, S.L.P. SGT*",7.1,,
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",2.5,,
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",14,,
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",26.2,,
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",2.6,,
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",10,,
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",23.4,,
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",94,,
-99.995,21.931389,SLP,RVDSL,"Observatorio de RÌo Verde, S.L.P.",7.5,,
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",0.5,,
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis PotosÌ, S.L.P.",1.8,,
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",30,,
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",45.4,,
-99.146111,21.822222,SLP,TANCHACHIN,"TanchachÌn, S.L.P. SGT*",17.4,,
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",4,,
-98.773333,22.003611,SLP,TMISL,"Observatorio de TamuÌn, S.L.P.",29.6,,
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",81,,
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",0,,
-109.887778,27.75,SON,AGCSO,"Agua Caliente, Son.",0,,
-108.937778,27.021667,SON,ALMSO,"¡lamos, Son.",2,,
-111.733333,30.716667,SON,ALTSO,"Observatorio de Altar, Son.",0,,
-109.8925,27.8225,SON,AOBSO,"¡lvaro ObregÛn, Son.",0,,
-109.106667,27.226111,SON,ARCSO,"Adolfo RuÌz CortÌnes, Son.",2,,
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",0,,
-110.92,29.076667,SON,ARLSO,"Abelardo RodrÌguez Luj·n, Son.",0,,
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",0.5,,
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",0,,
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0,,
-111.516389,30.873333,SON,CHTSO,"CuauhtÈmoc, Son.",0,,
-110.736389,29.472222,SON,CJNSO,"El CajÛn, Son.",0,,
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",0,,
-109.938056,27.5,SON,COBSO,"Observatorio de Ciudad ObregÛn, Son.",0,,
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",0,,
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",0,,
-110.8,27.95,SON,EMPALMEob,"Observatorio de Empalme, Son. SMN*",0,,
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0,,
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0,,
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",0,,
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",0,,
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",0,,
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",0,,
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0,,
-109.378889,30.437778,SON,LCDSO,"L·zaro C·rdenas, Son.",0,,
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",0,,
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",0,,
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0,,
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",0,,
-110.706111,29.229722,SON,ORGSO,"El OrÈgano, Son.",0,,
-109.083333,29.433333,SON,PDNSO,"Paso N·cori, Son.",4.5,,
-109.642222,28.976667,SON,PECSO,"Plutarco ElÌas Calles, Son.",0,,
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo FÈlix ValdÈs, Son.",0,,
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",0,,
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",0,,
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",0,,
-114.783333,32.483333,SON,SLCSO,"San Luis RÌo Colorado, Son.",0,,
-112.846389,31.865278,SON,SONOYTA,"Sonoyta, Son. SMN*",0,,
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",0,,
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",0,,
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",0,,
-111.133056,29.014722,SON,UNISON,"Universidad de Sonora, Son. SMN*",0,,
-110.289722,27.643611,SON,VCMSO,"VÌcam, Son.",0,,
-108.927778,28.371389,SON,YCRSO,"YÈcora, Son.",0,,
-92.426667,17.8125,TAB,BALANCAN,"Balanc·n, Tab. ProtecciÛn Civil*",230.8,,
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",358.2,,
-93.376389,18.001111,TAB,CARTB,"C·rdenas, Tab.",283.8,,
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",1045.4,,
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",850.5,,
-93,17.975,TAB,GONTB,"Gonz·lez, Tab.",844.3,,
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",763,,
-92.929444,17.98,TAB,OBSTB,"Observatorio de Villahermosa, Tab.",1034.2,,
-92.7425,17.404444,TAB,OXOLOTANCFE,"Oxolot·n, Tab. CFE*",575.6,,
-92.75,17.380556,TAB,OXOTB,"Oxolot·n, Tab.",693.1,,
-93.33,18.42,TAB,PARAISO,"ParaÌso, Tab. SMN*",213,,
-93.390278,17.769167,TAB,PAREDON,"ParedÛn HC, Tab. SGT*",303.8,,
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",1084.7,,
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",784.7,,
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",517.5,,
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",310.7,,
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",760.5,,
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",630.4,,
-98.370556,24.046667,TAMPS,ABASOLO,"Abasolo, Tamps. SGT*",16.7,,
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",17.6,,
-99.148889,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",24.3,,
-99.148889,22.987778,TAMPS,AHUALULCOTP,"Ahualulco, Tamps. SGT*",24.1,,
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",39.7,,
-99.215278,24.103333,TAMPS,BARRETALI,"Barretal Uno, Tamps. SGT*",12.6,,
-99.214444,24.102778,TAMPS,BARRETALII,"Barretal Dos, Tamps. SGT*",64.1,,
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal Uno, Tamps.",12.2,,
-99.215,24.1025,TAMPS,BRRTP,"El Barretal, Tamps.",64.1,,
-97.772222,23.051944,TAMPS,BTORDO,"Barra del Tordo, Tamps. SMN*",0.5,,
-98.687222,25.118056,TAMPS,CANDIDOAG,"C·ndido Aguilar, Tamps. SGT*",3,,
-98.5975,26.238056,TAMPS,CDOTP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",2.5,,
-99.92,22.58,TAMPS,CIUDADMANTE,"Ciudad Mante, Tamps. SMN*",64.3,,
-98.8,26.25,TAMPS,CMGTP,"S-J-2-11 Camargo, Tamps.",0,,
-99.148611,26.430556,TAMPS,CMRTP,"Mier, Tamps.",5,,
-98.814167,25.030833,TAMPS,CNDTP,"C·ndido Aguilar, Tamps.",1.1,,
-97.817778,25.966389,TAMPS,CONTP,"Control, Tamps.",0,,
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",12.7,,
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",40.8,,
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",41,,
-99.078611,23.384444,TAMPS,ENNTP,"La Encantada, Tamps.",26.1,,
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",52.2,,
-98.1575,24.842778,TAMPS,FD2TP,"San Fernando, Tamps. SMN*",3.3,,
-98.158333,24.843889,TAMPS,FDOTP,"San Fernando, Tamps.",3.3,,
-99.154722,23.046667,TAMPS,GOMEZFARIAS,"GÛmez FarÌas, Tamps. SGT*",25.8,,
-97.953333,23.166389,TAMPS,LAETP,"La Esperanza, Tamps.",12.2,,
-99.548333,26.816944,TAMPS,LASTORTILLASC,"Las Tortillas RÌo Salado, Tamps. CILA*",0.2,,
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",0,,
-99.120556,22.852778,TAMPS,LSRTP,"La Servilleta, Tamps.",87.2,,
-97.518056,25.885,TAMPS,MA2TP,"Matamoros, Tamps. SMN*",1.3,,
-99.551111,24.566667,TAMPS,MAGTP,"Magueyes, Tamps.",27.1,,
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",0,,
-97.844167,22.283889,TAMPS,MDRTP,"Madero, Tamps.",36.2,,
-98.586389,25.1175,TAMPS,MENTP,"Mendez, Tamps.",4.8,,
-99.040833,26.374167,TAMPS,MGATP,"S-J-1-2 Miguel Alem·n, Tamps.",7.6,,
-98.705556,22.795833,TAMPS,MGSTP,"MagiscatzÌn Dos, Tamps.",21.6,,
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",57.2,,
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo GÛmez, Tamps.",0,,
-99.53,27.44,TAMPS,NUEVOLAREDO,"Nuevo Laredo, Tamps. SGT*",0.5,,
-98.633889,22.494444,TAMPS,NVAAPOLONIA,"Nueva Apolonia, Tamps. SGT*",31.8,,
-99.490278,27.495556,TAMPS,NVLTP,"Nuevo Laredo, Tamps.",0,,
-98.901944,24.041389,TAMPS,PADILLA,"Padilla, Tamps. SGT*",3.1,,
-98.9,24.05,TAMPS,PADTP,"Padilla, Tamps.",3,,
-97.8,25.8,TAMPS,PANTP,"Pueblo An·huac, Tamps.",0,,
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",10,,
-98.867778,24.115,TAMPS,PILON,"PilÛn, Tamps. SGT*",0.2,,
-99.019167,24.208056,TAMPS,PILTP,"PilÛn, Tamps.",0.2,,
-99.555833,24.2475,TAMPS,PJMTP,"Pedro JosÈ MÈndez, Tamps.",4.5,,
-99.5975,24.184167,TAMPS,PTODEVALLES,"Puerto de Valles, Tamps. SGT*",5.3,,
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",5.3,,
-99.026111,22.843056,TAMPS,RFRTP,"RÌo FrÌo, Tamps.",48.8,,
-98,25.966667,TAMPS,RIBTP,"RÌo Bravo, Tamps.",0,,
-97.991944,23.259444,TAMPS,RSPTP,"Rep˙blica EspaÒola, Tamps.",2.1,,
-98.285833,26.079722,TAMPS,RYATP,"S-J-3-42 Reynosa, Tamps.",50.8,,
-98.883333,26.166667,TAMPS,RYNTP,"S-J-2-9 Reynosa, Tamps.",50.8,,
-99.093056,23.031389,TAMPS,SBNTP,"Sabinas, Tamps.",4.5,,
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",17.5,,
-98.787222,23.083611,TAMPS,SGBTP,"San Gabriel, Tamps.",5.2,,
-98.208889,23.762222,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",101.8,,
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",14.4,,
-98.158889,24.841944,TAMPS,SNFERNANDO,"San Fernando, Tamps. SGT*",4.1,,
-97.876111,22.238333,TAMPS,TMPTP,"Tampico, Tamps.",24.2,,
-98.422778,22.423889,TAMPS,TMSTP,"TamesÌ, Tamps.",64.8,,
-97.804167,25.906111,TAMPS,VCATP,"Villa C·rdenas, Tamps.",0,,
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",4.1,,
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",1.5,,
-99.551111,24.566667,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",21.3,,
-98.131111,19.428611,TLAX,APITL,"Apizaco, Tlax.",19,,
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",53,,
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",14.8,,
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",3,,
-97.911111,19.315833,TLAX,HMTTL,"Huamantla, Tlax.",37,,
-98.032222,19.140833,TLAX,MALINCHEII,"La Malinche 2, Tlax. SMN*",54,,
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",54.6,,
-98.200556,19.556111,TLAX,SJATL,"San JosÈ Atlanga, Tlax.",36.1,,
-98.233333,19.316667,TLAX,TLAXCALAob,"Observatorio de Tlaxcala, Tlax. SMN*",41.4,,
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",69.9,,
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",36,,
-96.843889,19.695833,VER,ACAVC,"Acatl·n, Ver.",94,,
-96.583333,19.495278,VER,ACTOPANVER,"Actopan, Ver. SGT*",54.6,,
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",48.3,,
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",454,,
-97.68,20.93,VER,ALAVC,"¡lamo Temapache, Ver.",81,,
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",172.3,,
-96.736111,19.621667,VER,ALUVC,"Alto Lucero, Ver.",5.1,,
-95.4375,18.583333,VER,ARCVC,"¡ngel Rosario Cabada, Ver.",340.2,,
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",24,,
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",51.9,,
-94.253889,17.954444,VER,CB2VC,"Planta de Bombeo 2 de La Cangrejera, Ver.",458,,
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",77.4,,
-96.994444,19.332778,VER,CDCVC,"Cosautl·n de Carvajal, Ver.",106,,
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",11.1,,
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",128.4,,
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",20.3,,
-94.406667,18.149722,VER,COATZACOALCOmar,"Coatzacoalcos, Ver. SEMAR*",280.4,,
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",44.7,,
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",359.5,,
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",76.5,,
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",82.2,,
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",173.5,,
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",84,,
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",102.4,,
-96.9975,18.897778,VER,FORVC,"FortÌn, Ver.",32,,
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",108.5,,
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",27.2,,
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",59.2,,
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",47.7,,
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",58.5,,
-96.554167,19.404167,VER,IDOVC,"Õdolos, Ver.",143.6,,
-96.884444,19.604722,VER,INCVC,"Ingenio ConcepciÛn, Ver.",38.5,,
-94.666667,17.95,VER,JALVC,"Jaltip·n, Ver.",129.5,,
-96.241389,19.042778,VER,JAMAPA,"Jamapa, Ver. SGT*",60.1,,
-95.033333,17.433333,VER,JCRVC,"Jes˙s Carranza, Ver.",219,,
-94.088889,17.873611,VER,JDCVC,"San JosÈ del Carmen, Ver.",514.5,,
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",45.1,,
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",169.9,,
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",616,,
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",124.7,,
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",35,,
-96.978333,20.051944,VER,LIBVC,"Libertad, Ver.",107.3,,
-96.411111,19.261389,VER,LOFVC,"Loma Fina, Ver.",65,,
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",226.4,,
-97.1,19.65,VER,LVRVC,"Las Vigas de RamÌrez, Ver.",21.9,,
-97.048333,20.0675,VER,MDTVC,"MartÌnez de la Torre, Ver.",102.9,,
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",81.5,,
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",75.7,,
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",191.2,,
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",72.4,,
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",59.8,,
-98.5125,21.840278,VER,OLVVC,"El Olivo, Ver.",19.4,,
-97.1,18.85,VER,ORIZABAob,"Observatorio de Orizaba, Ver. SMN*",88.6,,
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",84.7,,
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",82.8,,
-96.523889,18.823611,VER,PALOAMARILLO,"Palo Amarillo, Ver. SGT*",134.1,,
-96.918056,19.48,VER,PAVVC,"Pacho Viejo, Ver.",16.9,,
-94.3775,18.103611,VER,PB3VC,"Planta de Bombeo 3 de La Cangrejera, Ver.",536,,
-94.193611,17.872778,VER,PCNVC,"Planta de Bombeo 1 de La Cangrejera, Ver.",738,,
-97.814444,21.184444,VER,PEMVC,"El Moralillo, Ver.",80,,
-97.238889,19.580556,VER,PERVC,"Perote, Ver.",11.1,,
-96.979722,19.588611,VER,PILVC,"Piletas, Ver.",38.6,,
-98.176667,22.06,VER,PNCVC,"P·nuco, Ver.",33.4,,
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",47.5,,
-98.356667,21.297778,VER,PSNVC,"PlatÛn S·nchez, Ver.",71.8,,
-96.665,19.043333,VER,PTE4CAMINOS,"Puente Cuatro Caminos, Ver. SGT*",55.3,,
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",42,,
